0.0001,0.22340333
0.0002,0.63683051
0.0003,0.85757828
0.0004,1.0326192
0.0005,1.1495584
0.0006,1.3040098
0.0007,1.4560082
0.0008,1.5142726
0.0009,1.5594978
0.001,1.5631691
0.0011,1.5878742
0.0012,1.6222143
0.0013,1.6184777
0.0014,1.64639
0.0015,1.6448336
0.0016,1.6516664
0.0017,1.6707432
0.0018,1.7096541
0.0019,1.7110131
0.002,1.7297624
0.0021,1.7503256
0.0022,1.7493787
0.0023,1.7833506
0.0024,1.7904868
0.0025,1.7931305
0.0026,1.8082684
0.0027,1.7936746
0.0028,1.8258612
0.0029,1.841031
0.003,1.830999
0.0031,1.8795127
0.0032,1.8974527
0.0033,1.8585954
0.0034,1.9217973
0.0035,1.8934473
0.0036,1.8880694
0.0037,1.92977
0.0038,1.9127964
0.0039,1.9079424
0.004,1.9303883
0.0041,1.9298719
0.0042,1.918363
0.0043,1.9318728
0.0044,1.9026995
0.0045,1.9194574
0.0046,1.9216067
0.0047,1.8151948
0.0048,1.8940625
0.0049,1.8804922
0.005,1.8809859
0.0051,1.87918
0.0052,1.853433
0.0053,1.8564055
0.0054,1.8264941
0.0055,1.8286381
0.0056,1.8197272
0.0057,1.8118725
0.0058,1.7916895
0.0059,1.803218
0.006,1.786074
0.0061,1.7610664
0.0062,1.7512995
0.0063,1.7185104
0.0064,1.7097518
0.0065,1.7031134
0.0066,1.6574241
0.0067,1.6348063
0.0068,1.6138734
0.0069,1.5717149
0.007,1.5754666
0.0071,1.5362182
0.0072,1.4978234
0.0073,1.5041111
0.0074,1.4521194
0.0075,1.4115173
0.0076,1.3973997
0.0077,1.3456204
0.0078,1.3238106
0.0079,1.3127741
0.008,1.2677225
0.0081,1.2422143
0.0082,1.2298954
0.0083,1.1669309
0.0084,1.1598927
0.0085,1.138386
0.0086,1.0846912
0.0087,1.0583943
0.0088,1.0528013
0.0089,0.98807812
0.009,0.98619944
0.0091,0.94687402
0.0092,0.92516035
0.0093,0.90002012
0.0094,0.86549187
0.0095,0.85514051
0.0096,0.81776637
0.0097,0.79953098
0.0098,0.76198614
0.0099,0.74590939
0.01,0.73022532
0.0101,0.69887561
0.0102,0.67801905
0.0103,0.6297555
0.0104,0.64317882
0.0105,0.58131325
0.0106,0.57692236
0.0107,0.56683618
0.0108,0.53943378
0.0109,0.51880568
0.011,0.50826883
0.0111,0.44759524
0.0112,0.47209182
0.0113,0.41708216
0.0114,0.41310599
0.0115,0.41541266
0.0116,0.3757112
0.0117,0.3543373
0.0118,0.35025239
0.0119,0.31094787
0.012,0.30218077
0.0121,0.29324666
0.0122,0.26067957
0.0123,0.25270358
0.0124,0.24166279
0.0125,0.22114967
0.0126,0.21501006
0.0127,0.18691109
0.0128,0.18164039
0.0129,0.16387787
0.013,0.14548808
0.0131,0.11569014
0.0132,0.14291412
0.0133,0.099401951
0.0134,0.10585842
0.0135,0.087232649
0.0136,0.054428101
0.0137,0.041956142
0.0138,0.066769347
0.0139,0.008334547
0.014,0.020582795
0.0141,0
