Data info
File name: R:\Projekte\2018_AiF_Alu-Buckel\Bearbeitung\NIMAK_260819\Daten\NIMAK_0093.d7d
Start time: 28.08.2019 10:13:27,993
Number of channels: 1
Sample rate: 200000
Store type: schnell bei Trigger
Pre time: 500
Post time: 1000


Data1

Time (s)	AI 0_Stromstärke -  (kA)
41.02852	100.92503
41.028525	100.82007
41.02853	100.62576
41.028535	100.78835
41.02854	100.47543
41.028545	100.6077
41.02855	100.71909
41.028555	100.27194
41.02856	100.62474
41.028565	100.21716
41.02857	100.43466
41.028575	100.21955
41.02858	100.31986
41.028585	100.22617
41.02859	100.05998
41.028595	100.24702
41.0286	99.959549
41.028605	100.16167
41.02861	99.89077
41.028615	99.996391
41.02862	99.65789
41.028625	99.921288
41.02863	99.728165
41.028635	99.799332
41.02864	99.550247
41.028645	99.723579
41.02865	99.427879
41.028655	99.602463
41.02866	99.367676
41.028665	99.532127
41.02867	99.446655
41.028675	99.222122
41.02868	99.302353
41.028685	99.315819
41.02869	99.049507
41.028695	99.162933
41.0287	98.905861
41.028705	99.086166
41.02871	98.842384
41.028715	99.051178
41.02872	98.844765
41.028725	98.738495
41.02873	98.830284
41.028735	98.664108
41.02874	98.571777
41.028745	98.742249
41.02875	98.468719
41.028755	98.55658
41.02876	98.397911
41.028765	98.420624
41.02877	98.399818
41.028775	98.226669
41.02878	98.28466
41.028785	98.1884
41.02879	98.235367
41.028795	97.956894
41.0288	98.169983
41.028805	97.832382
41.02881	98.01561
41.028815	97.720627
41.02882	97.901939
41.028825	97.759186
41.02883	97.875175
41.028835	97.563324
41.02884	97.724022
41.028845	97.401558
41.02885	97.635445
41.028855	97.339272
41.02886	97.536507
41.028865	97.291168
41.02887	97.409904
41.028875	97.150269
41.02888	97.26149
41.028885	97.144485
41.02889	97.097519
41.028895	97.011208
41.0289	97.061691
41.028905	96.928955
41.02891	96.938728
41.028915	96.678673
41.02892	96.872688
41.028925	96.618828
41.02893	96.674438
41.028935	96.645416
41.02894	96.511185
41.028945	96.614182
41.02895	96.342445
41.028955	96.34346
41.02896	96.417305
41.028965	96.244987
41.02897	96.176926
41.028975	96.333023
41.02898	96.088051
41.028985	96.057533
41.02899	96.10051
41.028995	95.722618
41.029	96.024574
41.029005	95.816078
41.02901	95.890465
41.029015	95.664085
41.02902	95.84832
41.029025	95.45237
41.02903	95.787766
41.029035	95.385788
41.02904	95.615089
41.029045	95.358673
41.02905	95.328156
41.029055	95.440742
41.02906	95.156189
41.029065	95.315041
41.02907	95.049377
41.029075	95.065056
41.02908	95.053497
41.029085	95.047653
41.02909	94.946983
41.029095	94.888985
41.0291	94.862045
41.029105	94.70594
41.02911	94.608368
41.029115	94.775375
41.02912	94.518784
41.029125	94.665649
41.02913	94.457031
41.029135	94.368996
41.02914	94.407021
41.029145	94.311478
41.02915	94.20842
41.029155	94.260155
41.02916	94.129265
41.029165	94.085274
41.02917	94.032166
41.029175	94.022629
41.02918	94.010887
41.029185	93.720314
41.02919	93.810379
41.029195	93.793694
41.0292	93.566956
41.029205	93.788208
41.02921	93.498352
41.029215	93.47123
41.02922	93.536736
41.029225	93.24604
41.02923	93.373123
41.029235	93.360481
41.02924	93.214272
41.029245	93.127129
41.02925	93.228935
41.029255	92.886391
41.02926	93.149483
41.029265	92.856705
41.02927	92.869164
41.029275	92.987534
41.02928	92.69339
41.029285	92.729271
41.02929	92.677536
41.029295	92.546524
41.0293	92.53389
41.029305	92.447044
41.02931	92.43631
41.029315	92.396202
41.02932	92.370453
41.029325	92.227814
41.02933	92.219475
41.029335	92.133461
41.02934	91.953339
41.029345	92.289566
41.02935	91.673195
41.029355	92.138229
41.02936	91.722488
41.029365	91.729996
41.02937	91.843071
41.029375	91.5336
41.02938	91.741264
41.029385	91.385361
41.02939	91.714798
41.029395	91.319862
41.0294	91.515541
41.029405	91.225502
41.02941	91.294769
41.029415	91.150223
41.02942	91.134903
41.029425	90.96801
41.02943	91.187416
41.029435	90.859535
41.02944	90.981544
41.029445	90.687218
41.02945	90.919075
41.029455	90.530754
41.02946	90.66552
41.029465	90.680061
41.02947	90.39122
41.029475	90.606865
41.02948	90.312241
41.029485	90.343239
41.02949	90.399742
41.029495	90.166512
41.0295	90.161201
41.029505	90.14875
41.02951	90.07132
41.029515	89.884163
41.02952	90.043304
41.029525	89.753151
41.02953	89.744743
41.029535	89.830574
41.02954	89.558777
41.029545	89.855316
41.02955	89.419899
41.029555	89.663025
41.02956	89.278816
41.029565	89.414833
41.02957	89.253601
41.029575	89.387001
41.02958	89.108704
41.029585	89.216057
41.02959	88.990334
41.029595	89.067101
41.0296	88.917496
41.029605	88.844475
41.02961	88.943604
41.029615	88.612617
41.02962	88.847878
41.029625	88.5756
41.02963	88.630501
41.029635	88.483093
41.02964	88.526428
41.029645	88.319305
41.02965	88.348984
41.029655	88.361145
41.02966	88.143768
41.029665	88.189842
41.02967	88.014244
41.029675	87.991241
41.02968	87.864456
41.029685	87.952492
41.02969	87.878464
41.029695	87.806465
41.0297	87.649704
41.029705	87.653282
41.02971	87.573769
41.029715	87.5746
41.02972	87.361694
41.029725	87.447701
41.02973	87.367477
41.029735	87.26561
41.02974	87.258636
41.029745	87.008354
41.02975	87.298035
41.029755	86.77137
41.02976	86.991486
41.029765	86.924431
41.02977	86.812675
41.029775	86.905304
41.02978	86.555359
41.029785	86.6791
41.02979	86.623787
41.029795	86.334763
41.0298	86.585403
41.029805	86.35408
41.02981	86.387337
41.029815	86.196426
41.02982	86.204407
41.029825	86.068634
41.02983	86.066422
41.029835	86.124596
41.02984	85.801956
41.029845	86.020706
41.02985	85.734901
41.029855	85.785927
41.02986	85.545181
41.029865	85.650978
41.02987	85.483788
41.029875	85.54554
41.02988	85.368279
41.029885	85.443199
41.02989	85.347832
41.029895	85.159599
41.0299	85.187256
41.029905	85.04361
41.02991	85.101425
41.029915	84.951996
41.02992	84.910873
41.029925	84.845184
41.02993	84.828316
41.029935	84.676086
41.02994	84.650513
41.029945	84.630074
41.02995	84.582268
41.029955	84.373116
41.02996	84.483147
41.029965	84.207115
41.02997	84.416451
41.029975	84.009171
41.02998	84.245979
41.029985	83.924889
41.02999	84.005119
41.029995	83.958687
41.03	83.724083
41.030005	83.976807
41.03001	83.643082
41.030015	83.67038
41.03002	83.47863
41.030025	83.652618
41.03003	83.386658
41.030035	83.617332
41.03004	83.152412
41.030045	83.383919
41.03005	83.199142
41.030055	82.992851
41.03006	83.228828
41.030065	82.836273
41.03007	83.038452
41.030075	82.842407
41.03008	82.775711
41.030085	82.735954
41.03009	82.701508
41.030095	82.60524
41.0301	82.419456
41.030105	82.567039
41.03011	82.313004
41.030115	82.452057
41.03012	82.150581
41.030125	82.290474
41.03013	82.081497
41.030135	82.084183
41.03014	81.929626
41.030145	82.112846
41.03015	81.826744
41.030155	81.876579
41.03016	81.675949
41.030165	81.668617
41.03017	81.598816
41.030175	81.524429
41.03018	81.459465
41.030185	81.524612
41.03019	81.346512
41.030195	81.211388
41.0302	81.246674
41.030205	81.202507
41.03021	80.999138
41.030215	81.172821
41.03022	80.600563
41.030225	81.110718
41.03023	80.639122
41.030235	80.905441
41.03024	80.472771
41.030245	80.762505
41.03025	80.390755
41.030255	80.609619
41.03026	80.363449
41.030265	80.434738
41.03027	80.305573
41.030275	80.087242
41.03028	80.201683
41.030285	79.988777
41.03029	80.030563
41.030295	79.929588
41.0303	79.874458
41.030305	79.796669
41.03031	79.71376
41.030315	79.655945
41.03032	79.570297
41.030325	79.442505
41.03033	79.601166
41.030335	79.366562
41.03034	79.37133
41.030345	79.237404
41.03035	79.27066
41.030355	78.89193
41.03036	79.244377
41.030365	78.676102
41.03037	79.206886
41.030375	78.585861
41.03038	78.889725
41.030385	78.683075
41.03039	78.594383
41.030395	78.567268
41.0304	78.519821
41.030405	78.527512
41.03041	78.291534
41.030415	78.36747
41.03042	78.089539
41.030425	78.200638
41.03043	78.049782
41.030435	77.936707
41.03044	77.822861
41.030445	78.013779
41.03045	77.630463
41.030455	77.900169
41.03046	77.685059
41.030465	77.529251
41.03047	77.702103
41.030475	77.211555
41.03048	77.535751
41.030485	77.223717
41.03049	77.483002
41.030495	76.93589
41.0305	77.385422
41.030505	76.776382
41.03051	77.029228
41.030515	76.823112
41.03052	76.873604
41.030525	76.711533
41.03053	76.771439
41.030535	76.502022
41.03054	76.654198
41.030545	76.417747
41.03055	76.496063
41.030555	76.226654
41.03056	76.385674
41.030565	76.047539
41.03057	76.330719
41.030575	75.927261
41.03058	76.103806
41.030585	75.848938
41.03059	75.812401
41.030595	75.77729
41.0306	75.692474
41.030605	75.782242
41.03061	75.523911
41.030615	75.466278
41.03062	75.429558
41.030625	75.334724
41.03063	75.231674
41.030635	75.267967
41.03064	75.217308
41.030645	75.120453
41.03065	74.878815
41.030655	75.060013
41.03066	74.763657
41.030665	74.87458
41.03067	74.630081
41.030675	74.645638
41.03068	74.578224
41.030685	74.511826
41.03069	74.407936
41.030695	74.336472
41.0307	74.38868
41.030705	74.189545
41.03071	74.14621
41.030715	74.123024
41.03072	74.248611
41.030725	73.651489
41.03073	74.10276
41.030735	73.640404
41.03074	73.818146
41.030745	73.678612
41.03075	73.61853
41.030755	73.556602
41.03076	73.388756
41.030765	73.449791
41.03077	73.138771
41.030775	73.371826
41.03078	73.086739
41.030785	73.149025
41.03079	72.99733
41.030795	73.050438
41.0308	72.887482
41.030805	72.866676
41.03081	72.628677
41.030815	72.757484
41.03082	72.509941
41.030825	72.528366
41.03083	72.500885
41.030835	72.476509
41.03084	72.183189
41.030845	72.445091
41.03085	71.906326
41.030855	72.413025
41.03086	71.789803
41.030865	72.221581
41.03087	71.639122
41.030875	71.972488
41.03088	71.717438
41.030885	71.491539
41.03089	71.815193
41.030895	71.355583
41.0309	71.64389
41.030905	71.287987
41.03091	71.379128
41.030915	71.297409
41.03092	71.088371
41.030925	71.105484
41.03093	71.021019
41.030935	70.955154
41.03094	70.937752
41.030945	70.804359
41.03095	70.87529
41.030955	70.604858
41.03096	70.67025
41.030965	70.450127
41.03097	70.525887
41.030975	70.354935
41.03098	70.417877
41.030985	70.119141
41.03099	70.271194
41.030995	70.028725
41.031	69.983185
41.031005	69.997665
41.03101	69.816826
41.031015	69.864632
41.03102	69.694695
41.031025	69.613632
41.03103	69.713768
41.031035	69.425819
41.03104	69.434998
41.031045	69.401741
41.03105	69.321213
41.031055	69.261673
41.03106	69.123985
41.031065	69.186928
41.03107	68.920135
41.031075	68.926094
41.03108	68.907143
41.031085	68.672241
41.03109	68.873886
41.031095	68.657394
41.0311	68.587784
41.031105	68.515602
41.03111	68.401634
41.031115	68.342926
41.03112	68.368378
41.031125	68.11911
41.03113	68.278969
41.031135	68.083282
41.03114	67.872223
41.031145	68.113152
41.03115	67.699074
41.031155	67.829254
41.03116	67.760826
41.031165	67.41893
41.03117	67.842186
41.031175	67.332268
41.03118	67.445221
41.031185	67.426743
41.03119	67.189812
41.031195	67.256332
41.0312	67.078529
41.031205	67.16198
41.03121	66.940186
41.031215	66.958961
41.03122	66.729843
41.031225	66.832367
41.03123	66.541611
41.031235	66.760002
41.03124	66.329895
41.031245	66.719414
41.03125	66.345932
41.031255	66.283821
41.03126	66.430748
41.031265	66.156387
41.03127	66.155731
41.031275	66.045998
41.03128	65.892097
41.031285	65.980316
41.03129	65.84877
41.031295	65.6082
41.0313	65.79554
41.031305	65.577866
41.03131	65.436958
41.031315	65.67305
41.03132	65.196037
41.031325	65.464256
41.03133	65.050003
41.031335	65.256592
41.03134	64.984322
41.031345	65.213799
41.03135	64.76712
41.031355	65.041962
41.03136	64.725815
41.031365	64.720688
41.03137	64.756393
41.031375	64.535263
41.03138	64.500809
41.031385	64.424393
41.03139	64.300537
41.031395	64.351204
41.0314	64.197121
41.031405	64.18383
41.03141	64.063728
41.031415	63.962875
41.03142	63.938499
41.031425	63.810169
41.03143	63.831867
41.031435	63.708008
41.03144	63.601376
41.031445	63.608349
41.03145	63.436211
41.031455	63.439072
41.03146	63.315094
41.031465	63.373089
41.03147	63.191891
41.031475	63.111843
41.03148	63.12859
41.031485	62.976601
41.03149	62.947392
41.031495	62.766014
41.0315	62.754093
41.031505	62.727989
41.03151	62.613369
41.031515	62.584698
41.03152	62.501907
41.031525	62.32077
41.03153	62.330128
41.031535	62.195004
41.03154	62.170624
41.031545	62.171997
41.03155	61.956524
41.031555	62.07782
41.03156	61.734856
41.031565	61.94043
41.03157	61.533569
41.031575	61.874928
41.03158	61.443806
41.031585	61.617672
41.03159	61.42181
41.031595	61.376274
41.0316	61.280369
41.031605	61.185539
41.03161	61.221481
41.031615	60.948372
41.03162	61.111988
41.031625	60.823322
41.03163	60.905518
41.031635	60.778439
41.03164	60.637177
41.031645	60.660542
41.03165	60.46027
41.031655	60.501335
41.03166	60.445549
41.031665	60.410797
41.03167	60.071407
41.031675	60.345947
41.03168	59.806465
41.031685	60.267986
41.03169	59.834419
41.031695	59.91888
41.0317	59.868752
41.031705	59.740425
41.03171	59.789597
41.031715	59.630215
41.03172	59.416115
41.031725	59.68058
41.03173	59.228779
41.031735	59.246181
41.03174	59.388638
41.031745	59.019268
41.03175	59.17144
41.031755	58.952927
41.03176	58.83807
41.031765	58.969139
41.03177	58.689655
41.031775	58.730244
41.03178	58.733524
41.031785	58.443787
41.03179	58.575035
41.031795	58.345856
41.0318	58.349133
41.031805	58.338703
41.03181	58.156311
41.031815	58.21347
41.03182	58.07954
41.031825	57.879448
41.03183	58.006168
41.031835	57.659149
41.03184	57.804344
41.031845	57.673336
41.03185	57.630657
41.031855	57.617905
41.03186	57.382645
41.031865	57.571472
41.03187	57.186783
41.031875	57.274639
41.03188	57.119728
41.031885	57.252766
41.03189	56.929291
41.031895	56.986271
41.0319	56.795715
41.031905	56.946217
41.03191	56.593357
41.031915	56.775391
41.03192	56.50246
41.031925	56.584476
41.03193	56.337475
41.031935	56.544601
41.03194	56.06723
41.031945	56.487621
41.03195	55.967213
41.031955	56.165634
41.03196	56.11211
41.031965	55.833458
41.03197	55.996418
41.031975	55.746971
41.03198	55.633007
41.031985	55.745602
41.03199	55.325031
41.031995	55.722057
41.032	55.259228
41.032005	55.523335
41.03201	55.186508
41.032015	55.262447
41.03202	54.981949
41.032025	55.251537
41.03203	54.870544
41.032035	55.035175
41.03204	54.813087
41.032045	54.852665
41.03205	54.564655
41.032055	54.603397
41.03206	54.551662
41.032065	54.420471
41.03207	54.438889
41.032075	54.374756
41.03208	54.264187
41.032085	54.30925
41.03209	54.024338
41.032095	54.151772
41.0321	53.758205
41.032105	54.081799
41.03211	53.668797
41.032115	53.893627
41.03212	53.729176
41.032125	53.555668
41.03213	53.532124
41.032135	53.364574
41.03214	53.411484
41.032145	53.379417
41.03215	53.176224
41.032155	53.291916
41.03216	53.067745
41.032165	53.029835
41.03217	52.912651
41.032175	52.987694
41.03218	52.73074
41.032185	52.723228
41.03219	52.721561
41.032195	52.593769
41.0322	52.647354
41.032205	52.292824
41.03221	52.405418
41.032215	52.368702
41.03222	52.095413
41.032225	52.238228
41.03223	52.101196
41.032235	51.953972
41.03224	52.049519
41.032245	51.819027
41.03225	51.807941
41.032255	51.698921
41.03226	51.701309
41.032265	51.56839
41.03227	51.506104
41.032275	51.472366
41.03228	51.181255
41.032285	51.412106
41.03229	51.037968
41.032295	51.234543
41.0323	51.063419
41.032305	50.877453
41.03231	51.196278
41.032315	50.712944
41.03232	50.832569
41.032325	50.715683
41.03233	50.563992
41.032335	50.667404
41.03234	50.412834
41.032345	50.462841
41.03235	50.379753
41.032355	50.228596
41.03236	50.230621
41.032365	49.995007
41.03237	50.18848
41.032375	49.836517
41.03238	50.149082
41.032385	49.629093
41.03239	49.902378
41.032395	49.663544
41.0324	49.561024
41.032405	49.698353
41.03241	49.319267
41.032415	49.565434
41.03242	49.38102
41.032425	49.149811
41.03243	49.352707
41.032435	48.971893
41.03244	49.153564
41.032445	48.786579
41.03245	49.032986
41.032455	48.847137
41.03246	48.754215
41.032465	48.724174
41.03247	48.680126
41.032475	48.47628
41.03248	48.47282
41.032485	48.370838
41.03249	48.419296
41.032495	48.250378
41.0325	48.117817
41.032505	48.103451
41.03251	48.099697
41.032515	47.898411
41.03252	47.976555
41.032525	47.74469
41.03253	47.870934
41.032535	47.672035
41.03254	47.627987
41.032545	47.532799
41.03255	47.528328
41.032555	47.271072
41.03256	47.408939
41.032565	47.214745
41.03257	47.292412
41.032575	47.081711
41.03258	47.096016
41.032585	46.810448
41.03259	47.029972
41.032595	46.681107
41.0326	46.896397
41.032605	46.632469
41.03261	46.758713
41.032615	46.398579
41.03262	46.593903
41.032625	46.352505
41.03263	46.34124
41.032635	46.293797
41.03264	46.169281
41.032645	46.170296
41.03265	46.077133
41.032655	45.950352
41.03266	45.985699
41.032665	45.791031
41.03267	45.745968
41.032675	45.652508
41.03268	45.627235
41.032685	45.600952
41.03269	45.488716
41.032695	45.378147
41.0327	45.314671
41.032705	45.195759
41.03271	45.190334
41.032715	45.185863
41.03272	45.03286
41.032725	45.133827
41.03273	44.812084
41.032735	44.727264
41.03274	44.839024
41.032745	44.642509
41.03275	44.531227
41.032755	44.578014
41.03276	44.423103
41.032765	44.570984
41.03277	44.2127
41.032775	44.316471
41.03278	44.292747
41.032785	44.028999
41.03279	44.168175
41.032795	43.869255
41.0328	44.131874
41.032805	43.716728
41.03281	43.815197
41.032815	43.622433
41.03282	43.658436
41.032825	43.564079
41.03283	43.467522
41.032835	43.429611
41.03284	43.345688
41.032845	43.315292
41.03285	43.165325
41.032855	43.282745
41.03286	43.094219
41.032865	43.105602
41.03287	42.881966
41.032875	42.900742
41.03288	42.732655
41.032885	42.779446
41.03289	42.57095
41.032895	42.553902
41.0329	42.592587
41.032905	42.341648
41.03291	42.530476
41.032915	42.188763
41.03292	42.353569
41.032925	42.049049
41.03293	42.120041
41.032935	41.990875
41.03294	41.975319
41.032945	41.885078
41.03295	41.854202
41.032955	41.673004
41.03296	41.750492
41.032965	41.469337
41.03297	41.714668
41.032975	41.439472
41.03298	41.463852
41.032985	41.379036
41.03299	41.103363
41.032995	41.333855
41.033	41.048767
41.033005	41.038155
41.03301	40.972473
41.033015	40.841282
41.03302	40.976227
41.033025	40.649532
41.03303	40.825428
41.033035	40.58522
41.03304	40.609123
41.033045	40.397049
41.03305	40.463924
41.033055	40.317535
41.03306	40.555538
41.033065	39.98822
41.03307	40.34877
41.033075	39.887905
41.03308	40.209354
41.033085	39.7743
41.03309	39.956867
41.033095	39.756237
41.0331	39.743782
41.033105	39.700272
41.03311	39.588512
41.033115	39.524555
41.03312	39.578976
41.033125	39.210796
41.03313	39.389729
41.033135	39.178371
41.03314	39.171337
41.033145	39.189457
41.03315	38.932026
41.033155	39.039673
41.03316	38.798748
41.033165	38.875519
41.03317	38.721443
41.033175	38.832901
41.03318	38.570641
41.033185	38.552879
41.03319	38.353981
41.033195	38.618267
41.0332	38.173496
41.033205	38.496433
41.03321	38.112579
41.033215	38.310287
41.03322	38.036823
41.033225	37.971615
41.03323	38.063408
41.033235	37.782787
41.03324	37.997066
41.033245	37.57888
41.03325	37.879528
41.033255	37.38475
41.03326	37.873684
41.033265	37.21106
41.03327	37.464081
41.033275	37.482857
41.03328	37.059067
41.033285	37.444294
41.03329	36.989449
41.033295	37.233589
41.0333	36.895275
41.033305	36.880611
41.03331	36.875309
41.033315	36.861835
41.03332	36.681652
41.033325	36.776543
41.03333	36.563576
41.033335	36.592602
41.03334	36.434769
41.033345	36.408485
41.03335	36.212147
41.033355	36.250351
41.03336	36.141514
41.033365	36.172211
41.03337	36.140324
41.033375	35.985229
41.03338	35.964428
41.033385	35.693287
41.03339	35.89666
41.033395	35.682915
41.0334	35.620274
41.033405	35.745026
41.03341	35.413147
41.033415	35.54213
41.03342	35.258232
41.033425	35.413025
41.03343	35.123646
41.033435	35.405518
41.03344	34.994484
41.033445	35.100937
41.03345	34.929634
41.033455	34.89077
41.03346	34.911037
41.033465	34.680546
41.03347	34.751057
41.033475	34.705997
41.03348	34.680725
41.033485	34.407795
41.03349	34.512878
41.033495	34.321247
41.0335	34.269569
41.033505	34.219086
41.03351	34.246208
41.033515	34.151493
41.03352	34.185112
41.033525	33.846138
41.03353	34.03616
41.033535	33.780575
41.03354	33.893524
41.033545	33.717155
41.03355	33.785522
41.033555	33.515453
41.03356	33.60659
41.033565	33.374371
41.03357	33.449112
41.033575	33.397438
41.03358	33.181427
41.033585	33.31673
41.03359	33.094406
41.033595	33.189774
41.0336	32.972099
41.033605	32.932819
41.03361	32.901108
41.033615	32.812534
41.03362	32.727779
41.033625	32.634258
41.03363	32.790901
41.033635	32.379032
41.03364	32.523693
41.033645	32.433807
41.03365	32.215237
41.033655	32.531559
41.03366	32.020748
41.033665	32.332123
41.03367	32.015621
41.033675	32.105743
41.03368	31.940042
41.033685	31.989216
41.03369	31.819939
41.033695	31.814814
41.0337	31.642019
41.033705	31.670988
41.03371	31.58009
41.033715	31.543552
41.03372	31.457722
41.033725	31.347036
41.03373	31.35997
41.033735	31.199932
41.03374	31.232536
41.033745	31.205416
41.03375	31.000019
41.033755	31.116188
41.03376	30.798853
41.033765	31.056822
41.03377	30.64716
41.033775	30.963659
41.03378	30.478596
41.033785	30.846119
41.03379	30.423164
41.033795	30.456781
41.0338	30.402184
41.033805	30.342638
41.03381	30.294359
41.033815	30.174255
41.03382	30.267715
41.033825	30.109226
41.03383	30.077696
41.033835	29.886782
41.03384	29.976009
41.033845	29.775858
41.03385	29.776573
41.033855	29.679478
41.03386	29.75148
41.033865	29.399693
41.03387	29.753506
41.033875	29.2719
41.03388	29.430748
41.033885	29.365242
41.03389	29.288113
41.033895	29.248535
41.0339	29.234707
41.033905	28.956116
41.03391	29.114067
41.033915	28.818905
41.03392	28.992771
41.033925	28.735519
41.03393	28.854429
41.033935	28.638422
41.03394	28.780699
41.033945	28.42313
41.03395	28.574467
41.033955	28.388321
41.03396	28.385757
41.033965	28.336466
41.03397	28.2467
41.033975	28.321922
41.03398	28.100967
41.033985	28.062939
41.03399	27.91518
41.033995	27.999163
41.034	27.924776
41.034005	27.850687
41.03401	27.780056
41.034015	27.588486
41.03402	27.81403
41.034025	27.422131
41.03403	27.514935
41.034035	27.525843
41.03404	27.376057
41.034045	27.343155
41.03405	27.269125
41.034055	27.149141
41.03406	27.147949
41.034065	27.03911
41.03407	27.078688
41.034075	26.830614
41.03408	27.140141
41.034085	26.646019
41.03409	26.955664
41.034095	26.694477
41.0341	26.66396
41.034105	26.405811
41.03411	26.679457
41.034115	26.403786
41.03412	26.469946
41.034125	26.315748
41.03413	26.312351
41.034135	26.243746
41.03414	26.241661
41.034145	25.973499
41.03415	26.13777
41.034155	26.063383
41.03416	25.7715
41.034165	25.994122
41.03417	25.674225
41.034175	25.839746
41.03418	25.736691
41.034185	25.432169
41.03419	25.71571
41.034195	25.414228
41.0342	25.589645
41.034205	25.227905
41.03421	25.414049
41.034215	25.11257
41.03422	25.272964
41.034225	24.974405
41.03423	25.311352
41.034235	24.86211
41.03424	25.09141
41.034245	24.749041
41.03425	24.759769
41.034255	24.964989
41.03426	24.473309
41.034265	24.8456
41.03427	24.447918
41.034275	24.649918
41.03428	24.382353
41.034285	24.504721
41.03429	24.302185
41.034295	24.307846
41.0343	24.192692
41.034305	24.222374
41.03431	24.065733
41.034315	24.165869
41.03432	23.875654
41.034325	24.027884
41.03433	23.76479
41.034335	23.908079
41.03434	23.688316
41.034345	23.741425
41.03435	23.607136
41.034355	23.610174
41.03436	23.400545
41.034365	23.485125
41.03437	23.434818
41.034375	23.359776
41.03438	23.179949
41.034385	23.429512
41.03439	22.906422
41.034395	23.28521
41.0344	22.823036
41.034405	23.066639
41.03441	22.804558
41.034415	22.886635
41.03442	22.948206
41.034425	22.563875
41.03443	22.921444
41.034435	22.511841
41.03444	22.467255
41.034445	22.590101
41.03445	22.406399
41.034455	22.405207
41.03446	22.382141
41.034465	22.168041
41.03447	22.39871
41.034475	21.883129
41.03448	22.282183
41.034485	21.974564
41.03449	22.117556
41.034495	21.859407
41.0345	21.853626
41.034505	21.818996
41.03451	21.84099
41.034515	21.659969
41.03452	21.625816
41.034525	21.609783
41.03453	21.501482
41.034535	21.390556
41.03454	21.486103
41.034545	21.316887
41.03455	21.363258
41.034555	21.202206
41.03456	21.133959
41.034565	21.072746
41.03457	21.182419
41.034575	20.85042
41.03458	21.121323
41.034585	20.769358
41.03459	20.886898
41.034595	20.77943
41.0346	20.606459
41.034605	20.811855
41.03461	20.383953
41.034615	20.793797
41.03462	20.340443
41.034625	20.489931
41.03463	20.402908
41.034635	20.356476
41.03464	20.255684
41.034645	20.251751
41.03465	20.092369
41.034655	20.233154
41.03466	20.012379
41.034665	20.026566
41.03467	19.862593
41.034675	19.917547
41.03468	19.758343
41.034685	19.811749
41.03469	19.746542
41.034695	19.628345
41.0347	19.570648
41.034705	19.49358
41.03471	19.406378
41.034715	19.463003
41.03472	19.346655
41.034725	19.406736
41.03473	19.265293
41.034735	19.167364
41.03474	19.16498
41.034745	19.063473
41.03475	19.042969
41.034755	18.956959
41.03476	19.059717
41.034765	18.649696
41.03477	18.989204
41.034775	18.691837
41.03478	18.809259
41.034785	18.525183
41.03479	18.695593
41.034795	18.496334
41.0348	18.659592
41.034805	18.225729
41.03481	18.500446
41.034815	18.225431
41.03482	18.238544
41.034825	18.288195
41.03483	17.988443
41.034835	18.285454
41.03484	17.946482
41.034845	18.039762
41.03485	17.872393
41.034855	17.871082
41.03486	17.863035
41.034865	17.686129
41.03487	17.624199
41.034875	17.866791
41.03488	17.520964
41.034885	17.626881
41.03489	17.367899
41.034895	17.532408
41.0349	17.360926
41.034905	17.198503
41.03491	17.44932
41.034915	17.090679
41.03492	17.38274
41.034925	16.953827
41.03493	17.046154
41.034935	17.072083
41.03494	16.886473
41.034945	17.05265
41.03495	16.866325
41.034955	16.737164
41.03496	16.902328
41.034965	16.599178
41.03497	16.564369
41.034975	16.685127
41.03498	16.423941
41.034985	16.581953
41.03499	16.274334
41.034995	16.550541
41.035	16.237438
41.035005	16.216457
41.03501	16.162575
41.035015	16.112387
41.03502	16.180157
41.035025	15.977263
41.03503	16.099632
41.035035	15.956104
41.03504	15.966713
41.035045	15.703082
41.03505	15.814543
41.035055	15.765548
41.03506	15.753925
41.035065	15.614033
41.03507	15.560806
41.035075	15.487135
41.03508	15.538454
41.035085	15.298069
41.03509	15.494644
41.035095	15.209556
41.0351	15.292465
41.035105	15.185118
41.03511	15.186846
41.035115	15.129209
41.03512	15.065372
41.035125	14.90736
41.03513	14.992356
41.035135	14.759481
41.03514	14.966249
41.035145	14.638483
41.03515	14.934361
41.035155	14.49573
41.03516	14.778733
41.035165	14.324069
41.03517	14.851093
41.035175	14.220179
41.03518	14.722466
41.035185	14.247477
41.03519	14.289797
41.035195	14.332951
41.0352	14.206707
41.035205	14.13846
41.03521	14.123917
41.035215	14.068484
41.03522	14.049232
41.035225	13.931334
41.03523	13.994991
41.035235	13.943254
41.03524	13.736307
41.035245	13.733745
41.03525	13.785481
41.035255	13.642967
41.03526	13.57609
41.035265	13.545216
41.03527	13.555109
41.035275	13.511777
41.03528	13.316631
41.035285	13.482094
41.03529	13.271928
41.035295	13.346493
41.0353	13.211548
41.035305	13.060212
41.03531	13.288319
41.035315	12.920618
41.03532	13.133705
41.035325	12.840271
41.03533	13.01825
41.035335	12.944878
41.03534	12.641668
41.035345	12.892305
41.03535	12.632132
41.035355	12.81333
41.03536	12.360334
41.035365	12.814164
41.03537	12.468696
41.035375	12.519002
41.03538	12.473286
41.035385	12.335957
41.03539	12.443781
41.035395	12.161255
41.0354	12.323677
41.035405	12.041807
41.03541	12.344301
41.035415	11.897326
41.03542	12.133956
41.035425	11.947811
41.03543	11.928379
41.035435	11.83331
