Time (s)	Stromstärke (A)			
1.111E-02	5.440E+04			
1.111E-02	5.422E+04			
1.112E-02	5.422E+04			
1.112E-02	5.406E+04			
1.112E-02	5.393E+04			
1.113E-02	5.398E+04			
1.114E-02	5.372E+04			
1.114E-02	5.376E+04			
1.115E-02	5.343E+04			
1.115E-02	5.342E+04			
1.116E-02	5.345E+04			
1.116E-02	5.316E+04			
1.117E-02	5.316E+04			
1.117E-02	5.310E+04			
1.117E-02	5.291E+04			
1.118E-02	5.292E+04			
1.119E-02	5.262E+04			
1.119E-02	5.265E+04			
1.120E-02	5.256E+04			
1.120E-02	5.236E+04			
1.121E-02	5.234E+04			
1.121E-02	5.226E+04			
1.122E-02	5.217E+04			
1.122E-02	5.196E+04			
1.123E-02	5.204E+04			
1.123E-02	5.171E+04			
1.124E-02	5.186E+04			
1.124E-02	5.151E+04			
1.125E-02	5.164E+04			
1.125E-02	5.133E+04			
1.126E-02	5.128E+04			
1.126E-02	5.117E+04			
1.126E-02	5.099E+04			
1.127E-02	5.098E+04			
1.128E-02	5.090E+04			
1.128E-02	5.080E+04			
1.129E-02	5.058E+04			
1.129E-02	5.072E+04			
1.130E-02	5.029E+04			
1.130E-02	5.045E+04			
1.131E-02	5.020E+04			
1.131E-02	5.012E+04			
1.131E-02	5.009E+04			
1.132E-02	5.003E+04			
1.133E-02	4.971E+04			
1.133E-02	4.990E+04			
1.134E-02	4.950E+04			
1.134E-02	4.961E+04			
1.135E-02	4.943E+04			
1.135E-02	4.930E+04			
1.136E-02	4.932E+04			
1.136E-02	4.905E+04			
1.137E-02	4.912E+04			
1.137E-02	4.884E+04			
1.138E-02	4.889E+04			
1.138E-02	4.867E+04			
1.139E-02	4.868E+04			
1.139E-02	4.863E+04			
1.140E-02	4.833E+04			
1.140E-02	4.846E+04			
1.140E-02	4.799E+04			
1.141E-02	4.831E+04			
1.142E-02	4.780E+04			
1.142E-02	4.811E+04			
1.143E-02	4.763E+04			
1.143E-02	4.782E+04			
1.144E-02	4.761E+04			
1.144E-02	4.754E+04			
1.145E-02	4.735E+04			
1.145E-02	4.733E+04			
1.145E-02	4.715E+04			
1.146E-02	4.701E+04			
1.147E-02	4.702E+04			
1.147E-02	4.695E+04			
1.148E-02	4.684E+04			
1.148E-02	4.659E+04			
1.149E-02	4.668E+04			
1.149E-02	4.636E+04			
1.150E-02	4.648E+04			
1.150E-02	4.616E+04			
1.150E-02	4.626E+04			
1.151E-02	4.618E+04			
1.152E-02	4.585E+04			
1.152E-02	4.597E+04			
1.153E-02	4.573E+04			
1.153E-02	4.569E+04			
1.154E-02	4.573E+04			
1.154E-02	4.525E+04			
1.154E-02	4.544E+04			
1.155E-02	4.531E+04			
1.156E-02	4.508E+04			
1.156E-02	4.505E+04			
1.157E-02	4.494E+04			
1.157E-02	4.482E+04			
1.158E-02	4.472E+04			
1.158E-02	4.475E+04			
1.159E-02	4.450E+04			
1.159E-02	4.457E+04			
1.159E-02	4.430E+04			
1.160E-02	4.420E+04			
1.161E-02	4.419E+04			
1.161E-02	4.400E+04			
1.162E-02	4.393E+04			
1.162E-02	4.394E+04			
1.163E-02	4.372E+04			
1.163E-02	4.370E+04			
1.164E-02	4.356E+04			
1.164E-02	4.342E+04			
1.164E-02	4.338E+04			
1.165E-02	4.336E+04			
1.166E-02	4.313E+04			
1.166E-02	4.307E+04			
1.167E-02	4.306E+04			
1.167E-02	4.278E+04			
1.168E-02	4.289E+04			
1.168E-02	4.250E+04			
1.168E-02	4.277E+04			
1.169E-02	4.220E+04			
1.170E-02	4.269E+04			
1.170E-02	4.202E+04			
1.171E-02	4.238E+04			
1.171E-02	4.200E+04			
1.172E-02	4.191E+04			
1.172E-02	4.188E+04			
1.173E-02	4.180E+04			
1.173E-02	4.178E+04			
1.173E-02	4.157E+04			
1.174E-02	4.142E+04			
1.175E-02	4.159E+04			
1.175E-02	4.104E+04			
1.176E-02	4.137E+04			
1.176E-02	4.101E+04			
1.177E-02	4.100E+04			
1.177E-02	4.098E+04			
1.178E-02	4.071E+04			
1.178E-02	4.081E+04			
1.178E-02	4.061E+04			
1.179E-02	4.048E+04			
1.180E-02	4.043E+04			
1.180E-02	4.025E+04			
1.181E-02	4.030E+04			
1.181E-02	4.004E+04			
1.182E-02	4.012E+04			
1.182E-02	3.990E+04			
1.183E-02	3.989E+04			
1.183E-02	3.965E+04			
1.184E-02	3.970E+04			
1.184E-02	3.948E+04			
1.185E-02	3.945E+04			
1.185E-02	3.932E+04			
1.186E-02	3.925E+04			
1.186E-02	3.915E+04			
1.187E-02	3.906E+04			
1.187E-02	3.893E+04			
1.187E-02	3.891E+04			
1.188E-02	3.871E+04			
1.189E-02	3.881E+04			
1.189E-02	3.850E+04			
1.190E-02	3.858E+04			
1.190E-02	3.836E+04			
1.191E-02	3.820E+04			
1.191E-02	3.829E+04			
1.192E-02	3.795E+04			
1.192E-02	3.814E+04			
1.192E-02	3.791E+04			
1.193E-02	3.786E+04			
1.194E-02	3.765E+04			
1.194E-02	3.764E+04			
1.195E-02	3.739E+04			
1.195E-02	3.750E+04			
1.196E-02	3.728E+04			
1.196E-02	3.722E+04			
1.197E-02	3.716E+04			
1.197E-02	3.705E+04			
1.198E-02	3.689E+04			
1.198E-02	3.686E+04			
1.199E-02	3.677E+04			
1.199E-02	3.662E+04			
1.200E-02	3.668E+04			
1.200E-02	3.636E+04			
1.201E-02	3.645E+04			
1.201E-02	3.623E+04			
1.201E-02	3.613E+04			
1.202E-02	3.617E+04			
1.203E-02	3.595E+04			
1.203E-02	3.588E+04			
1.204E-02	3.591E+04			
1.204E-02	3.565E+04			
1.205E-02	3.584E+04			
1.205E-02	3.534E+04			
1.206E-02	3.548E+04			
1.206E-02	3.534E+04			
1.206E-02	3.507E+04			
1.207E-02	3.522E+04			
1.208E-02	3.512E+04			
1.208E-02	3.488E+04			
1.209E-02	3.493E+04			
1.209E-02	3.470E+04			
1.210E-02	3.464E+04			
1.210E-02	3.460E+04			
1.211E-02	3.446E+04			
1.211E-02	3.443E+04			
1.211E-02	3.435E+04			
1.212E-02	3.419E+04			
1.213E-02	3.405E+04			
1.213E-02	3.413E+04			
1.214E-02	3.385E+04			
1.214E-02	3.384E+04			
1.215E-02	3.378E+04			
1.215E-02	3.356E+04			
1.215E-02	3.369E+04			
1.216E-02	3.335E+04			
1.217E-02	3.348E+04			
1.217E-02	3.308E+04			
1.218E-02	3.328E+04			
1.218E-02	3.306E+04			
1.219E-02	3.294E+04			
1.219E-02	3.304E+04			
1.220E-02	3.276E+04			
1.220E-02	3.275E+04			
1.220E-02	3.247E+04			
1.221E-02	3.264E+04			
1.222E-02	3.226E+04			
1.222E-02	3.251E+04			
1.223E-02	3.217E+04			
1.223E-02	3.226E+04			
1.224E-02	3.201E+04			
1.224E-02	3.211E+04			
1.225E-02	3.169E+04			
1.225E-02	3.191E+04			
1.225E-02	3.159E+04			
1.226E-02	3.153E+04			
1.227E-02	3.161E+04			
1.227E-02	3.141E+04			
1.228E-02	3.124E+04			
1.228E-02	3.137E+04			
1.229E-02	3.088E+04			
1.229E-02	3.124E+04			
1.229E-02	3.082E+04			
1.230E-02	3.090E+04			
1.231E-02	3.092E+04			
1.231E-02	3.048E+04			
1.232E-02	3.080E+04			
1.232E-02	3.030E+04			
1.233E-02	3.052E+04			
1.233E-02	3.030E+04			
1.234E-02	3.020E+04			
1.234E-02	3.025E+04			
1.234E-02	3.001E+04			
1.235E-02	3.006E+04			
1.236E-02	2.978E+04			
1.236E-02	2.984E+04			
1.237E-02	2.961E+04			
1.237E-02	2.964E+04			
1.238E-02	2.952E+04			
1.238E-02	2.948E+04			
1.239E-02	2.934E+04			
1.239E-02	2.921E+04			
1.239E-02	2.928E+04			
1.240E-02	2.886E+04			
1.241E-02	2.919E+04			
1.241E-02	2.868E+04			
1.242E-02	2.895E+04			
1.242E-02	2.870E+04			
1.243E-02	2.853E+04			
1.243E-02	2.861E+04			
1.244E-02	2.825E+04			
1.244E-02	2.846E+04			
1.245E-02	2.821E+04			
1.245E-02	2.819E+04			
1.246E-02	2.803E+04			
1.246E-02	2.808E+04			
1.247E-02	2.786E+04			
1.247E-02	2.778E+04			
1.248E-02	2.771E+04			
1.248E-02	2.758E+04			
1.248E-02	2.756E+04			
1.249E-02	2.744E+04			
1.250E-02	2.743E+04			
1.250E-02	2.723E+04			
1.251E-02	2.726E+04			
1.251E-02	2.700E+04			
1.252E-02	2.706E+04			
1.252E-02	2.678E+04			
1.253E-02	2.702E+04			
1.253E-02	2.665E+04			
1.253E-02	2.674E+04			
1.254E-02	2.662E+04			
1.255E-02	2.627E+04			
1.255E-02	2.661E+04			
1.256E-02	2.613E+04			
1.256E-02	2.630E+04			
1.257E-02	2.618E+04			
1.257E-02	2.594E+04			
1.258E-02	2.606E+04			
1.258E-02	2.585E+04			
1.259E-02	2.574E+04			
1.259E-02	2.583E+04			
1.260E-02	2.543E+04			
1.260E-02	2.565E+04			
1.261E-02	2.528E+04			
1.261E-02	2.543E+04			
1.262E-02	2.524E+04			
1.262E-02	2.516E+04			
1.262E-02	2.506E+04			
1.263E-02	2.494E+04			
1.264E-02	2.503E+04			
1.264E-02	2.479E+04			
1.265E-02	2.489E+04			
1.265E-02	2.463E+04			
1.266E-02	2.462E+04			
1.266E-02	2.442E+04			
1.267E-02	2.437E+04			
1.267E-02	2.436E+04			
1.267E-02	2.412E+04			
1.268E-02	2.428E+04			
1.269E-02	2.401E+04			
1.269E-02	2.391E+04			
1.270E-02	2.400E+04			
1.270E-02	2.370E+04			
1.271E-02	2.377E+04			
1.271E-02	2.353E+04			
1.272E-02	2.358E+04			
1.272E-02	2.340E+04			
1.272E-02	2.343E+04			
1.273E-02	2.324E+04			
1.274E-02	2.316E+04			
1.274E-02	2.311E+04			
1.275E-02	2.297E+04			
1.275E-02	2.301E+04			
1.276E-02	2.280E+04			
1.276E-02	2.287E+04			
1.276E-02	2.255E+04			
1.277E-02	2.279E+04			
1.278E-02	2.224E+04			
1.278E-02	2.262E+04			
1.279E-02	2.223E+04			
1.279E-02	2.222E+04			
1.280E-02	2.232E+04			
1.280E-02	2.195E+04			
1.281E-02	2.209E+04			
1.281E-02	2.181E+04			
1.281E-02	2.180E+04			
1.282E-02	2.182E+04			
1.283E-02	2.157E+04			
1.283E-02	2.169E+04			
1.284E-02	2.151E+04			
1.284E-02	2.137E+04			
1.285E-02	2.144E+04			
1.285E-02	2.120E+04			
1.286E-02	2.116E+04			
1.286E-02	2.112E+04			
1.286E-02	2.090E+04			
1.287E-02	2.106E+04			
1.288E-02	2.076E+04			
1.288E-02	2.085E+04			
1.289E-02	2.058E+04			
1.289E-02	2.067E+04			
1.290E-02	2.039E+04			
1.290E-02	2.052E+04			
1.290E-02	2.029E+04			
1.291E-02	2.025E+04			
1.292E-02	2.024E+04			
1.292E-02	1.998E+04			
1.293E-02	2.006E+04			
1.293E-02	1.992E+04			
1.294E-02	1.986E+04			
1.294E-02	1.973E+04			
1.295E-02	1.973E+04			
1.295E-02	1.956E+04			
1.295E-02	1.959E+04			
1.296E-02	1.944E+04			
1.297E-02	1.928E+04			
1.297E-02	1.930E+04			
1.298E-02	1.909E+04			
1.298E-02	1.918E+04			
1.299E-02	1.897E+04			
1.299E-02	1.901E+04			
1.300E-02	1.886E+04			
1.300E-02	1.874E+04			
1.300E-02	1.867E+04			
1.301E-02	1.869E+04			
1.302E-02	1.849E+04			
1.302E-02	1.858E+04			
1.303E-02	1.822E+04			
1.303E-02	1.847E+04			
1.304E-02	1.806E+04			
1.304E-02	1.822E+04			
1.305E-02	1.804E+04			
1.305E-02	1.791E+04			
1.306E-02	1.795E+04			
1.306E-02	1.781E+04			
1.307E-02	1.763E+04			
1.307E-02	1.774E+04			
1.308E-02	1.759E+04			
1.308E-02	1.737E+04			
1.309E-02	1.749E+04			
1.309E-02	1.729E+04			
1.309E-02	1.733E+04			
1.310E-02	1.719E+04			
1.311E-02	1.713E+04			
1.311E-02	1.702E+04			
1.312E-02	1.680E+04			
1.312E-02	1.693E+04			
1.313E-02	1.663E+04			
1.313E-02	1.690E+04			
1.314E-02	1.662E+04			
1.314E-02	1.643E+04			
1.314E-02	1.656E+04			
1.315E-02	1.624E+04			
1.316E-02	1.640E+04			
1.316E-02	1.614E+04			
1.317E-02	1.614E+04			
1.317E-02	1.611E+04			
1.318E-02	1.598E+04			
1.318E-02	1.595E+04			
1.319E-02	1.587E+04			
1.319E-02	1.575E+04			
1.320E-02	1.568E+04			
1.320E-02	1.560E+04			
1.321E-02	1.547E+04			
1.321E-02	1.552E+04			
1.322E-02	1.531E+04			
1.322E-02	1.538E+04			
1.323E-02	1.508E+04			
1.323E-02	1.523E+04			
1.323E-02	1.495E+04			
1.324E-02	1.508E+04			
1.325E-02	1.489E+04			
1.325E-02	1.489E+04			
1.326E-02	1.482E+04			
1.326E-02	1.454E+04			
1.327E-02	1.467E+04			
1.327E-02	1.446E+04			
1.328E-02	1.434E+04			
1.328E-02	1.448E+04			
1.328E-02	1.408E+04			
1.329E-02	1.443E+04			
1.330E-02	1.406E+04			
1.330E-02	1.408E+04			
1.331E-02	1.402E+04			
1.331E-02	1.388E+04			
1.332E-02	1.378E+04			
1.332E-02	1.373E+04			
1.333E-02	1.373E+04			
1.333E-02	1.357E+04			
1.333E-02	1.351E+04			
1.334E-02	1.344E+04			
1.335E-02	1.335E+04			
1.335E-02	1.325E+04			
1.336E-02	1.334E+04			
1.336E-02	1.308E+04			
1.337E-02	1.310E+04			
1.337E-02	1.297E+04			
1.337E-02	1.303E+04			
1.338E-02	1.260E+04			
1.339E-02	1.301E+04			
1.339E-02	1.245E+04			
1.340E-02	1.278E+04			
1.340E-02	1.252E+04			
1.341E-02	1.252E+04			
1.341E-02	1.228E+04			
1.342E-02	1.239E+04			
1.342E-02	1.213E+04			
1.342E-02	1.221E+04			
1.343E-02	1.205E+04			
1.344E-02	1.214E+04			
1.344E-02	1.185E+04			
1.345E-02	1.199E+04			
1.345E-02	1.178E+04			
1.346E-02	1.159E+04			
1.346E-02	1.176E+04			
1.347E-02	1.143E+04			
1.347E-02	1.157E+04			
1.347E-02	1.137E+04			
1.348E-02	1.143E+04			
1.349E-02	1.125E+04			
1.349E-02	1.122E+04			
1.350E-02	1.112E+04			
1.350E-02	1.103E+04			
1.351E-02	1.106E+04			
1.351E-02	1.077E+04			
1.351E-02	1.108E+04			
1.352E-02	1.054E+04			
1.353E-02	1.086E+04			
1.353E-02	1.062E+04			
1.354E-02	1.036E+04			
1.354E-02	1.064E+04			
1.355E-02	1.018E+04			
1.355E-02	1.050E+04			
1.356E-02	1.019E+04			
1.356E-02	1.026E+04			
1.356E-02	1.010E+04			
1.357E-02	9.951E+03			
1.358E-02	1.002E+04			
1.358E-02	9.849E+03			
1.359E-02	9.820E+03			
1.359E-02	9.870E+03			
1.360E-02	9.619E+03			
1.360E-02	9.609E+03			
1.361E-02	9.545E+03			
1.361E-02	9.402E+03			
1.361E-02	9.488E+03			
1.362E-02	9.197E+03			
1.363E-02	9.471E+03			
1.363E-02	8.924E+03			
1.364E-02	9.392E+03			
1.364E-02	8.818E+03			
1.365E-02	9.129E+03			
1.365E-02	8.824E+03			
1.366E-02	8.822E+03			
1.366E-02	8.814E+03			
1.367E-02	8.617E+03			
1.367E-02	8.768E+03			
1.368E-02	8.483E+03			
1.368E-02	8.575E+03			
1.369E-02	8.319E+03			
1.369E-02	8.494E+03			
1.370E-02	8.152E+03			
1.370E-02	8.349E+03			
1.370E-02	8.161E+03			
1.371E-02	7.969E+03			
1.372E-02	8.157E+03			
1.372E-02	7.627E+03			
1.373E-02	8.072E+03			
1.373E-02	7.557E+03			
1.374E-02	7.789E+03			
1.374E-02	7.666E+03			
1.375E-02	7.532E+03			
1.375E-02	7.551E+03			
1.375E-02	7.440E+03			
1.376E-02	7.399E+03			
1.377E-02	7.291E+03			
1.377E-02	7.249E+03			
1.378E-02	7.205E+03			
1.378E-02	7.116E+03			
1.379E-02	6.981E+03			
1.379E-02	7.130E+03			
1.380E-02	6.692E+03			
1.380E-02	6.931E+03			
1.381E-02	6.626E+03			
1.381E-02	6.775E+03			
1.382E-02	6.543E+03			
1.382E-02	6.590E+03			
1.383E-02	6.510E+03			
1.383E-02	6.304E+03			
1.384E-02	6.519E+03			
1.384E-02	6.089E+03			
1.384E-02	6.358E+03			
1.385E-02	6.060E+03			
1.386E-02	6.264E+03			
1.386E-02	5.865E+03			
1.387E-02	6.086E+03			
1.387E-02	5.768E+03			
1.388E-02	5.801E+03			
1.388E-02	5.738E+03			
1.389E-02	5.537E+03			
1.389E-02	5.653E+03			
1.389E-02	5.527E+03			
1.390E-02	5.500E+03			
1.391E-02	5.486E+03			
1.391E-02	5.208E+03			
1.392E-02	5.392E+03			
1.392E-02	5.082E+03			
1.393E-02	5.167E+03			
1.393E-02	5.113E+03			
1.394E-02	4.974E+03			
1.394E-02	4.986E+03			
1.395E-02	4.820E+03			
1.395E-02	4.898E+03			
1.396E-02	4.689E+03			
1.396E-02	4.757E+03			
1.397E-02	4.583E+03			
1.397E-02	4.644E+03			
1.398E-02	4.374E+03			
1.398E-02	4.482E+03			
1.398E-02	4.324E+03			
1.399E-02	4.311E+03			
1.400E-02	4.227E+03			
1.400E-02	4.070E+03			
1.401E-02	4.222E+03			
1.401E-02	4.006E+03			
1.402E-02	4.094E+03			
1.402E-02	3.777E+03			
1.403E-02	3.907E+03			
1.403E-02	3.697E+03			
1.403E-02	3.771E+03			
1.404E-02	3.693E+03			
1.405E-02	3.669E+03			
1.405E-02	3.521E+03			
1.406E-02	3.528E+03			
1.406E-02	3.282E+03			
1.407E-02	3.329E+03			
1.407E-02	3.261E+03			
1.408E-02	3.235E+03			
1.408E-02	3.118E+03			
1.408E-02	3.092E+03			
1.409E-02	3.024E+03			
1.410E-02	2.855E+03			
1.410E-02	2.988E+03			
1.411E-02	2.779E+03			
1.411E-02	2.778E+03			
1.412E-02	2.754E+03			
1.412E-02	2.583E+03			
1.412E-02	2.633E+03			
1.413E-02	2.499E+03			
1.414E-02	2.376E+03			
1.414E-02	2.466E+03			
1.415E-02	2.220E+03			
1.415E-02	2.317E+03			
1.416E-02	2.208E+03			
1.416E-02	2.239E+03			
1.417E-02	1.984E+03			
1.417E-02	2.012E+03			
1.417E-02	1.935E+03			
1.418E-02	1.738E+03			
1.419E-02	2.038E+03			
1.419E-02	1.608E+03			
1.420E-02	1.870E+03			
1.420E-02	1.673E+03			
1.421E-02	1.580E+03			
1.421E-02	1.547E+03			
1.422E-02	1.466E+03			
1.422E-02	1.401E+03			
1.422E-02	1.357E+03			
1.423E-02	1.330E+03			
1.424E-02	1.115E+03			
1.424E-02	1.326E+03			
1.425E-02	9.730E+02			
1.425E-02	1.118E+03			
1.426E-02	9.470E+02			
1.426E-02	8.430E+02			
1.427E-02	8.760E+02			
1.427E-02	6.850E+02			
1.428E-02	8.790E+02			
1.428E-02	5.510E+02			
1.429E-02	6.820E+02			
1.429E-02	4.750E+02			
1.430E-02	4.730E+02			
1.430E-02	4.720E+02			
1.431E-02	3.910E+02			
1.431E-02	3.880E+02			
1.431E-02	2.350E+02			
1.432E-02	2.200E+02			
1.432E-02	1.720E+02			
