Time (s)	Stromstärke (A)			
6.445E-03	1.461E+05			
6.450E-03	1.464E+05			
6.455E-03	1.457E+05			
6.460E-03	1.462E+05			
6.465E-03	1.458E+05			
6.470E-03	1.460E+05			
6.475E-03	1.459E+05			
6.480E-03	1.457E+05			
6.485E-03	1.458E+05			
6.490E-03	1.456E+05			
6.495E-03	1.455E+05			
6.500E-03	1.456E+05			
6.505E-03	1.454E+05			
6.510E-03	1.453E+05			
6.515E-03	1.455E+05			
6.520E-03	1.452E+05			
6.525E-03	1.451E+05			
6.530E-03	1.453E+05			
6.535E-03	1.448E+05			
6.540E-03	1.452E+05			
6.545E-03	1.447E+05			
6.550E-03	1.449E+05			
6.555E-03	1.447E+05			
6.560E-03	1.448E+05			
6.565E-03	1.445E+05			
6.570E-03	1.447E+05			
6.575E-03	1.444E+05			
6.580E-03	1.445E+05			
6.585E-03	1.444E+05			
6.590E-03	1.444E+05			
6.595E-03	1.441E+05			
6.600E-03	1.443E+05			
6.605E-03	1.440E+05			
6.610E-03	1.440E+05			
6.615E-03	1.440E+05			
6.620E-03	1.439E+05			
6.625E-03	1.439E+05			
6.630E-03	1.438E+05			
6.635E-03	1.436E+05			
6.640E-03	1.437E+05			
6.645E-03	1.435E+05			
6.650E-03	1.436E+05			
6.655E-03	1.433E+05			
6.660E-03	1.435E+05			
6.665E-03	1.432E+05			
6.670E-03	1.433E+05			
6.675E-03	1.431E+05			
6.680E-03	1.430E+05			
6.685E-03	1.431E+05			
6.690E-03	1.428E+05			
6.695E-03	1.428E+05			
6.700E-03	1.429E+05			
6.705E-03	1.426E+05			
6.710E-03	1.428E+05			
6.715E-03	1.425E+05			
6.720E-03	1.425E+05			
6.725E-03	1.424E+05			
6.730E-03	1.423E+05			
6.735E-03	1.423E+05			
6.740E-03	1.423E+05			
6.745E-03	1.420E+05			
6.750E-03	1.421E+05			
6.755E-03	1.419E+05			
6.760E-03	1.420E+05			
6.765E-03	1.417E+05			
6.770E-03	1.419E+05			
6.775E-03	1.417E+05			
6.780E-03	1.418E+05			
6.785E-03	1.413E+05			
6.790E-03	1.415E+05			
6.795E-03	1.413E+05			
6.800E-03	1.414E+05			
6.805E-03	1.412E+05			
6.810E-03	1.413E+05			
6.815E-03	1.412E+05			
6.820E-03	1.410E+05			
6.825E-03	1.410E+05			
6.830E-03	1.408E+05			
6.835E-03	1.408E+05			
6.840E-03	1.407E+05			
6.845E-03	1.406E+05			
6.850E-03	1.406E+05			
6.855E-03	1.405E+05			
6.860E-03	1.403E+05			
6.865E-03	1.405E+05			
6.870E-03	1.402E+05			
6.875E-03	1.403E+05			
6.880E-03	1.401E+05			
6.885E-03	1.401E+05			
6.890E-03	1.400E+05			
6.895E-03	1.400E+05			
6.900E-03	1.397E+05			
6.905E-03	1.398E+05			
6.910E-03	1.396E+05			
6.915E-03	1.396E+05			
6.920E-03	1.395E+05			
6.925E-03	1.394E+05			
6.930E-03	1.394E+05			
6.935E-03	1.393E+05			
6.940E-03	1.392E+05			
6.945E-03	1.392E+05			
6.950E-03	1.389E+05			
6.955E-03	1.391E+05			
6.960E-03	1.388E+05			
6.965E-03	1.388E+05			
6.970E-03	1.389E+05			
6.975E-03	1.386E+05			
6.980E-03	1.388E+05			
6.985E-03	1.383E+05			
6.990E-03	1.387E+05			
6.995E-03	1.382E+05			
7.000E-03	1.383E+05			
7.005E-03	1.383E+05			
7.010E-03	1.381E+05			
7.015E-03	1.381E+05			
7.020E-03	1.380E+05			
7.025E-03	1.379E+05			
7.030E-03	1.377E+05			
7.035E-03	1.379E+05			
7.040E-03	1.376E+05			
7.045E-03	1.377E+05			
7.050E-03	1.374E+05			
7.055E-03	1.374E+05			
7.060E-03	1.373E+05			
7.065E-03	1.372E+05			
7.070E-03	1.372E+05			
7.075E-03	1.371E+05			
7.080E-03	1.371E+05			
7.085E-03	1.369E+05			
7.090E-03	1.368E+05			
7.095E-03	1.368E+05			
7.100E-03	1.367E+05			
7.105E-03	1.368E+05			
7.110E-03	1.364E+05			
7.115E-03	1.366E+05			
7.120E-03	1.363E+05			
7.125E-03	1.364E+05			
7.130E-03	1.362E+05			
7.135E-03	1.360E+05			
7.140E-03	1.362E+05			
7.145E-03	1.358E+05			
7.150E-03	1.361E+05			
7.155E-03	1.357E+05			
7.160E-03	1.360E+05			
7.165E-03	1.354E+05			
7.170E-03	1.358E+05			
7.175E-03	1.353E+05			
7.180E-03	1.355E+05			
7.185E-03	1.353E+05			
7.190E-03	1.353E+05			
7.195E-03	1.352E+05			
7.200E-03	1.351E+05			
7.205E-03	1.350E+05			
7.210E-03	1.348E+05			
7.215E-03	1.350E+05			
7.220E-03	1.346E+05			
7.225E-03	1.346E+05			
7.230E-03	1.346E+05			
7.235E-03	1.345E+05			
7.240E-03	1.344E+05			
7.245E-03	1.344E+05			
7.250E-03	1.342E+05			
7.255E-03	1.342E+05			
7.260E-03	1.341E+05			
7.265E-03	1.340E+05			
7.270E-03	1.340E+05			
7.275E-03	1.338E+05			
7.280E-03	1.339E+05			
7.285E-03	1.334E+05			
7.290E-03	1.338E+05			
7.295E-03	1.333E+05			
7.300E-03	1.335E+05			
7.305E-03	1.334E+05			
7.310E-03	1.332E+05			
7.315E-03	1.332E+05			
7.320E-03	1.330E+05			
7.325E-03	1.329E+05			
7.330E-03	1.329E+05			
7.335E-03	1.329E+05			
7.340E-03	1.326E+05			
7.345E-03	1.327E+05			
7.350E-03	1.327E+05			
7.355E-03	1.323E+05			
7.360E-03	1.325E+05			
7.365E-03	1.321E+05			
7.370E-03	1.323E+05			
7.375E-03	1.320E+05			
7.380E-03	1.322E+05			
7.385E-03	1.318E+05			
7.390E-03	1.320E+05			
7.395E-03	1.317E+05			
7.400E-03	1.316E+05			
7.405E-03	1.316E+05			
7.410E-03	1.315E+05			
7.415E-03	1.314E+05			
7.420E-03	1.314E+05			
7.425E-03	1.313E+05			
7.430E-03	1.311E+05			
7.435E-03	1.311E+05			
7.440E-03	1.310E+05			
7.445E-03	1.308E+05			
7.450E-03	1.309E+05			
7.455E-03	1.307E+05			
7.460E-03	1.306E+05			
7.465E-03	1.307E+05			
7.470E-03	1.303E+05			
7.475E-03	1.305E+05			
7.480E-03	1.302E+05			
7.485E-03	1.303E+05			
7.490E-03	1.300E+05			
7.495E-03	1.301E+05			
7.500E-03	1.300E+05			
7.505E-03	1.297E+05			
7.510E-03	1.299E+05			
7.515E-03	1.295E+05			
7.520E-03	1.296E+05			
7.525E-03	1.296E+05			
7.530E-03	1.294E+05			
7.535E-03	1.294E+05			
7.540E-03	1.293E+05			
7.545E-03	1.290E+05			
7.550E-03	1.291E+05			
7.555E-03	1.289E+05			
7.560E-03	1.290E+05			
7.565E-03	1.287E+05			
7.570E-03	1.288E+05			
7.575E-03	1.285E+05			
7.580E-03	1.286E+05			
7.585E-03	1.284E+05			
7.590E-03	1.282E+05			
7.595E-03	1.284E+05			
7.600E-03	1.280E+05			
7.605E-03	1.281E+05			
7.610E-03	1.279E+05			
7.615E-03	1.279E+05			
7.620E-03	1.277E+05			
7.625E-03	1.277E+05			
7.630E-03	1.275E+05			
7.635E-03	1.276E+05			
7.640E-03	1.275E+05			
7.645E-03	1.273E+05			
7.650E-03	1.274E+05			
7.655E-03	1.271E+05			
7.660E-03	1.270E+05			
7.665E-03	1.269E+05			
7.670E-03	1.269E+05			
7.675E-03	1.269E+05			
7.680E-03	1.265E+05			
7.685E-03	1.268E+05			
7.690E-03	1.264E+05			
7.695E-03	1.265E+05			
7.700E-03	1.262E+05			
7.705E-03	1.265E+05			
7.710E-03	1.258E+05			
7.715E-03	1.263E+05			
7.720E-03	1.259E+05			
7.725E-03	1.259E+05			
7.730E-03	1.259E+05			
7.735E-03	1.257E+05			
7.740E-03	1.256E+05			
7.745E-03	1.256E+05			
7.750E-03	1.254E+05			
7.755E-03	1.253E+05			
7.760E-03	1.253E+05			
7.765E-03	1.251E+05			
7.770E-03	1.251E+05			
7.775E-03	1.249E+05			
7.780E-03	1.248E+05			
7.785E-03	1.247E+05			
7.790E-03	1.247E+05			
7.795E-03	1.245E+05			
7.800E-03	1.245E+05			
7.805E-03	1.244E+05			
7.810E-03	1.243E+05			
7.815E-03	1.242E+05			
7.820E-03	1.239E+05			
7.825E-03	1.242E+05			
7.830E-03	1.237E+05			
7.835E-03	1.241E+05			
7.840E-03	1.235E+05			
7.845E-03	1.239E+05			
7.850E-03	1.234E+05			
7.855E-03	1.235E+05			
7.860E-03	1.233E+05			
7.865E-03	1.232E+05			
7.870E-03	1.233E+05			
7.875E-03	1.230E+05			
7.880E-03	1.230E+05			
7.885E-03	1.228E+05			
7.890E-03	1.227E+05			
7.895E-03	1.227E+05			
7.900E-03	1.226E+05			
7.905E-03	1.224E+05			
7.910E-03	1.224E+05			
7.915E-03	1.223E+05			
7.920E-03	1.222E+05			
7.925E-03	1.220E+05			
7.930E-03	1.220E+05			
7.935E-03	1.219E+05			
7.940E-03	1.218E+05			
7.945E-03	1.218E+05			
7.950E-03	1.215E+05			
7.955E-03	1.217E+05			
7.960E-03	1.214E+05			
7.965E-03	1.213E+05			
7.970E-03	1.211E+05			
7.975E-03	1.212E+05			
7.980E-03	1.208E+05			
7.985E-03	1.213E+05			
7.990E-03	1.205E+05			
7.995E-03	1.210E+05			
8.000E-03	1.204E+05			
8.005E-03	1.207E+05			
8.010E-03	1.204E+05			
8.015E-03	1.204E+05			
8.020E-03	1.202E+05			
8.025E-03	1.204E+05			
8.030E-03	1.199E+05			
8.035E-03	1.201E+05			
8.040E-03	1.198E+05			
8.045E-03	1.198E+05			
8.050E-03	1.196E+05			
8.055E-03	1.195E+05			
8.060E-03	1.196E+05			
8.065E-03	1.192E+05			
8.070E-03	1.195E+05			
8.075E-03	1.190E+05			
8.080E-03	1.192E+05			
8.085E-03	1.189E+05			
8.090E-03	1.190E+05			
8.095E-03	1.187E+05			
8.100E-03	1.189E+05			
8.105E-03	1.184E+05			
8.110E-03	1.186E+05			
8.115E-03	1.182E+05			
8.120E-03	1.184E+05			
8.125E-03	1.181E+05			
8.130E-03	1.181E+05			
8.135E-03	1.181E+05			
8.140E-03	1.178E+05			
8.145E-03	1.178E+05			
8.150E-03	1.177E+05			
8.155E-03	1.177E+05			
8.160E-03	1.175E+05			
8.165E-03	1.174E+05			
8.170E-03	1.173E+05			
8.175E-03	1.172E+05			
8.180E-03	1.172E+05			
8.185E-03	1.169E+05			
8.190E-03	1.170E+05			
8.195E-03	1.169E+05			
8.200E-03	1.166E+05			
8.205E-03	1.167E+05			
8.210E-03	1.166E+05			
8.215E-03	1.165E+05			
8.220E-03	1.163E+05			
8.225E-03	1.162E+05			
8.230E-03	1.160E+05			
8.235E-03	1.160E+05			
8.240E-03	1.159E+05			
8.245E-03	1.157E+05			
8.250E-03	1.158E+05			
8.255E-03	1.157E+05			
8.260E-03	1.154E+05			
8.265E-03	1.155E+05			
8.270E-03	1.154E+05			
8.275E-03	1.153E+05			
8.280E-03	1.149E+05			
8.285E-03	1.153E+05			
8.290E-03	1.147E+05			
8.295E-03	1.151E+05			
8.300E-03	1.146E+05			
8.305E-03	1.146E+05			
8.310E-03	1.144E+05			
8.315E-03	1.144E+05			
8.320E-03	1.143E+05			
8.325E-03	1.143E+05			
8.330E-03	1.141E+05			
8.335E-03	1.141E+05			
8.340E-03	1.139E+05			
8.345E-03	1.137E+05			
8.350E-03	1.139E+05			
8.355E-03	1.135E+05			
8.360E-03	1.137E+05			
8.365E-03	1.133E+05			
8.370E-03	1.134E+05			
8.375E-03	1.133E+05			
8.380E-03	1.129E+05			
8.385E-03	1.132E+05			
8.390E-03	1.127E+05			
8.395E-03	1.129E+05			
8.400E-03	1.127E+05			
8.405E-03	1.125E+05			
8.410E-03	1.127E+05			
8.415E-03	1.123E+05			
8.420E-03	1.123E+05			
8.425E-03	1.121E+05			
8.430E-03	1.120E+05			
8.435E-03	1.121E+05			
8.440E-03	1.118E+05			
8.445E-03	1.120E+05			
8.450E-03	1.116E+05			
8.455E-03	1.116E+05			
8.460E-03	1.114E+05			
8.465E-03	1.114E+05			
8.470E-03	1.112E+05			
8.475E-03	1.112E+05			
8.480E-03	1.110E+05			
8.485E-03	1.110E+05			
8.490E-03	1.109E+05			
8.495E-03	1.107E+05			
8.500E-03	1.107E+05			
8.505E-03	1.106E+05			
8.510E-03	1.104E+05			
8.515E-03	1.104E+05			
8.520E-03	1.102E+05			
8.525E-03	1.103E+05			
8.530E-03	1.099E+05			
8.535E-03	1.099E+05			
8.540E-03	1.098E+05			
8.545E-03	1.098E+05			
8.550E-03	1.096E+05			
8.555E-03	1.096E+05			
8.560E-03	1.095E+05			
8.565E-03	1.093E+05			
8.570E-03	1.092E+05			
8.575E-03	1.091E+05			
8.580E-03	1.089E+05			
8.585E-03	1.090E+05			
8.590E-03	1.087E+05			
8.595E-03	1.087E+05			
8.600E-03	1.085E+05			
8.605E-03	1.085E+05			
8.610E-03	1.084E+05			
8.615E-03	1.082E+05			
8.620E-03	1.084E+05			
8.625E-03	1.078E+05			
8.630E-03	1.082E+05			
8.635E-03	1.076E+05			
8.640E-03	1.078E+05			
8.645E-03	1.077E+05			
8.650E-03	1.074E+05			
8.655E-03	1.075E+05			
8.660E-03	1.073E+05			
8.665E-03	1.072E+05			
8.670E-03	1.072E+05			
8.675E-03	1.070E+05			
8.680E-03	1.068E+05			
8.685E-03	1.069E+05			
8.690E-03	1.066E+05			
8.695E-03	1.067E+05			
8.700E-03	1.064E+05			
8.705E-03	1.065E+05			
8.710E-03	1.062E+05			
8.715E-03	1.063E+05			
8.720E-03	1.060E+05			
8.725E-03	1.059E+05			
8.730E-03	1.059E+05			
8.735E-03	1.057E+05			
8.740E-03	1.058E+05			
8.745E-03	1.054E+05			
8.750E-03	1.056E+05			
8.755E-03	1.053E+05			
8.760E-03	1.053E+05			
8.765E-03	1.050E+05			
8.770E-03	1.051E+05			
8.775E-03	1.049E+05			
8.780E-03	1.048E+05			
8.785E-03	1.047E+05			
8.790E-03	1.046E+05			
8.795E-03	1.045E+05			
8.800E-03	1.044E+05			
8.805E-03	1.041E+05			
8.810E-03	1.043E+05			
8.815E-03	1.040E+05			
8.820E-03	1.040E+05			
8.825E-03	1.040E+05			
8.830E-03	1.036E+05			
8.835E-03	1.037E+05			
8.840E-03	1.035E+05			
8.845E-03	1.034E+05			
8.850E-03	1.034E+05			
8.855E-03	1.032E+05			
8.860E-03	1.031E+05			
8.865E-03	1.030E+05			
8.870E-03	1.028E+05			
8.875E-03	1.030E+05			
8.880E-03	1.023E+05			
8.885E-03	1.027E+05			
8.890E-03	1.025E+05			
8.895E-03	1.024E+05			
8.900E-03	1.023E+05			
8.905E-03	1.021E+05			
8.910E-03	1.022E+05			
8.915E-03	1.018E+05			
8.920E-03	1.019E+05			
8.925E-03	1.016E+05			
8.930E-03	1.018E+05			
8.935E-03	1.013E+05			
8.940E-03	1.015E+05			
8.945E-03	1.012E+05			
8.950E-03	1.013E+05			
8.955E-03	1.010E+05			
8.960E-03	1.010E+05			
8.965E-03	1.008E+05			
8.970E-03	1.009E+05			
8.975E-03	1.004E+05			
8.980E-03	1.008E+05			
8.985E-03	1.002E+05			
8.990E-03	1.005E+05			
8.995E-03	1.000E+05			
9.000E-03	1.002E+05			
9.005E-03	1.001E+05			
9.010E-03	9.980E+04			
9.015E-03	9.990E+04			
9.020E-03	9.965E+04			
9.025E-03	9.962E+04			
9.030E-03	9.926E+04			
9.035E-03	9.950E+04			
9.040E-03	9.916E+04			
9.045E-03	9.916E+04			
9.050E-03	9.902E+04			
9.055E-03	9.888E+04			
9.060E-03	9.879E+04			
9.065E-03	9.869E+04			
9.070E-03	9.861E+04			
9.075E-03	9.848E+04			
9.080E-03	9.846E+04			
9.085E-03	9.826E+04			
9.090E-03	9.820E+04			
9.095E-03	9.799E+04			
9.100E-03	9.806E+04			
9.105E-03	9.781E+04			
9.110E-03	9.765E+04			
9.115E-03	9.780E+04			
9.120E-03	9.734E+04			
9.125E-03	9.761E+04			
9.130E-03	9.717E+04			
9.135E-03	9.734E+04			
9.140E-03	9.697E+04			
9.145E-03	9.707E+04			
9.150E-03	9.672E+04			
9.155E-03	9.692E+04			
9.160E-03	9.662E+04			
9.165E-03	9.655E+04			
9.170E-03	9.654E+04			
9.175E-03	9.625E+04			
9.180E-03	9.622E+04			
9.185E-03	9.613E+04			
9.190E-03	9.598E+04			
9.195E-03	9.592E+04			
9.200E-03	9.571E+04			
9.205E-03	9.575E+04			
9.210E-03	9.558E+04			
9.215E-03	9.554E+04			
9.220E-03	9.519E+04			
9.225E-03	9.537E+04			
9.230E-03	9.500E+04			
9.235E-03	9.517E+04			
9.240E-03	9.477E+04			
9.245E-03	9.492E+04			
9.250E-03	9.465E+04			
9.255E-03	9.457E+04			
9.260E-03	9.450E+04			
9.265E-03	9.436E+04			
9.270E-03	9.436E+04			
9.275E-03	9.413E+04			
9.280E-03	9.407E+04			
9.285E-03	9.394E+04			
9.290E-03	9.389E+04			
9.295E-03	9.352E+04			
9.300E-03	9.372E+04			
9.305E-03	9.345E+04			
9.310E-03	9.333E+04			
9.315E-03	9.342E+04			
9.320E-03	9.306E+04			
9.325E-03	9.303E+04			
9.330E-03	9.306E+04			
9.335E-03	9.265E+04			
9.340E-03	9.277E+04			
9.345E-03	9.261E+04			
9.350E-03	9.254E+04			
9.355E-03	9.245E+04			
9.360E-03	9.232E+04			
9.365E-03	9.203E+04			
9.370E-03	9.227E+04			
9.375E-03	9.165E+04			
9.380E-03	9.207E+04			
9.385E-03	9.160E+04			
9.390E-03	9.177E+04			
9.395E-03	9.143E+04			
9.400E-03	9.140E+04			
9.405E-03	9.129E+04			
9.410E-03	9.122E+04			
9.415E-03	9.101E+04			
9.420E-03	9.101E+04			
9.425E-03	9.086E+04			
9.430E-03	9.069E+04			
9.435E-03	9.066E+04			
9.440E-03	9.048E+04			
9.445E-03	9.052E+04			
9.450E-03	9.028E+04			
9.455E-03	9.021E+04			
9.460E-03	9.011E+04			
9.465E-03	9.000E+04			
9.470E-03	8.984E+04			
9.475E-03	8.990E+04			
9.480E-03	8.947E+04			
9.485E-03	8.960E+04			
9.490E-03	8.955E+04			
9.495E-03	8.910E+04			
9.500E-03	8.944E+04			
9.505E-03	8.901E+04			
9.510E-03	8.904E+04			
9.515E-03	8.885E+04			
9.520E-03	8.885E+04			
9.525E-03	8.871E+04			
9.530E-03	8.845E+04			
9.535E-03	8.868E+04			
9.540E-03	8.817E+04			
9.545E-03	8.832E+04			
9.550E-03	8.808E+04			
9.555E-03	8.788E+04			
9.560E-03	8.813E+04			
9.565E-03	8.753E+04			
9.570E-03	8.788E+04			
9.575E-03	8.748E+04			
9.580E-03	8.752E+04			
9.585E-03	8.728E+04			
9.590E-03	8.732E+04			
9.595E-03	8.701E+04			
9.600E-03	8.716E+04			
9.605E-03	8.667E+04			
9.610E-03	8.709E+04			
9.615E-03	8.659E+04			
9.620E-03	8.666E+04			
9.625E-03	8.636E+04			
9.630E-03	8.626E+04			
9.635E-03	8.635E+04			
9.640E-03	8.598E+04			
9.645E-03	8.614E+04			
9.650E-03	8.589E+04			
9.655E-03	8.584E+04			
9.660E-03	8.578E+04			
9.665E-03	8.547E+04			
9.670E-03	8.557E+04			
9.675E-03	8.530E+04			
9.680E-03	8.543E+04			
9.685E-03	8.498E+04			
9.690E-03	8.516E+04			
9.695E-03	8.493E+04			
9.700E-03	8.477E+04			
9.705E-03	8.478E+04			
9.710E-03	8.446E+04			
9.715E-03	8.460E+04			
9.720E-03	8.441E+04			
9.725E-03	8.423E+04			
9.730E-03	8.433E+04			
9.735E-03	8.389E+04			
9.740E-03	8.412E+04			
9.745E-03	8.368E+04			
9.750E-03	8.369E+04			
9.755E-03	8.365E+04			
9.760E-03	8.358E+04			
9.765E-03	8.325E+04			
9.770E-03	8.348E+04			
9.775E-03	8.294E+04			
9.780E-03	8.324E+04			
9.785E-03	8.273E+04			
9.790E-03	8.289E+04			
9.795E-03	8.274E+04			
9.800E-03	8.253E+04			
9.805E-03	8.273E+04			
9.810E-03	8.223E+04			
9.815E-03	8.239E+04			
9.820E-03	8.227E+04			
9.825E-03	8.183E+04			
9.830E-03	8.212E+04			
9.835E-03	8.185E+04			
9.840E-03	8.167E+04			
9.845E-03	8.178E+04			
9.850E-03	8.131E+04			
9.855E-03	8.156E+04			
9.860E-03	8.126E+04			
9.865E-03	8.114E+04			
9.870E-03	8.112E+04			
9.875E-03	8.110E+04			
9.880E-03	8.078E+04			
9.885E-03	8.082E+04			
9.890E-03	8.058E+04			
9.895E-03	8.061E+04			
9.900E-03	8.035E+04			
9.905E-03	8.035E+04			
9.910E-03	8.014E+04			
9.915E-03	8.010E+04			
9.920E-03	7.999E+04			
9.925E-03	7.981E+04			
9.930E-03	7.976E+04			
9.935E-03	7.965E+04			
9.940E-03	7.954E+04			
9.945E-03	7.944E+04			
9.950E-03	7.923E+04			
9.955E-03	7.932E+04			
9.960E-03	7.910E+04			
9.965E-03	7.899E+04			
9.970E-03	7.873E+04			
9.975E-03	7.894E+04			
9.980E-03	7.849E+04			
9.985E-03	7.870E+04			
9.990E-03	7.828E+04			
9.995E-03	7.853E+04			
1.000E-02	7.801E+04			
1.001E-02	7.827E+04			
1.001E-02	7.787E+04			
1.002E-02	7.803E+04			
1.002E-02	7.771E+04			
1.003E-02	7.768E+04			
1.003E-02	7.748E+04			
1.004E-02	7.758E+04			
1.004E-02	7.723E+04			
1.004E-02	7.723E+04			
1.005E-02	7.702E+04			
1.006E-02	7.704E+04			
1.006E-02	7.688E+04			
1.007E-02	7.667E+04			
1.007E-02	7.692E+04			
1.008E-02	7.647E+04			
1.008E-02	7.666E+04			
1.009E-02	7.617E+04			
1.009E-02	7.629E+04			
1.009E-02	7.609E+04			
1.010E-02	7.606E+04			
1.011E-02	7.586E+04			
1.011E-02	7.597E+04			
1.012E-02	7.553E+04			
1.012E-02	7.564E+04			
1.013E-02	7.543E+04			
1.013E-02	7.531E+04			
1.014E-02	7.537E+04			
1.014E-02	7.504E+04			
1.015E-02	7.509E+04			
1.015E-02	7.487E+04			
1.016E-02	7.491E+04			
1.016E-02	7.469E+04			
1.017E-02	7.458E+04			
1.017E-02	7.448E+04			
1.018E-02	7.449E+04			
1.018E-02	7.421E+04			
1.018E-02	7.419E+04			
1.019E-02	7.402E+04			
1.020E-02	7.395E+04			
1.020E-02	7.377E+04			
1.021E-02	7.375E+04			
1.021E-02	7.354E+04			
1.022E-02	7.362E+04			
1.022E-02	7.338E+04			
1.023E-02	7.335E+04			
1.023E-02	7.304E+04			
1.023E-02	7.312E+04			
1.024E-02	7.288E+04			
1.025E-02	7.285E+04			
1.025E-02	7.271E+04			
1.026E-02	7.276E+04			
1.026E-02	7.236E+04			
1.027E-02	7.257E+04			
1.027E-02	7.231E+04			
1.028E-02	7.216E+04			
1.028E-02	7.221E+04			
1.028E-02	7.185E+04			
1.029E-02	7.198E+04			
1.030E-02	7.176E+04			
1.030E-02	7.161E+04			
1.031E-02	7.161E+04			
1.031E-02	7.134E+04			
1.032E-02	7.130E+04			
1.032E-02	7.122E+04			
1.032E-02	7.105E+04			
1.033E-02	7.110E+04			
1.034E-02	7.074E+04			
1.034E-02	7.082E+04			
1.035E-02	7.068E+04			
1.035E-02	7.057E+04			
1.036E-02	7.050E+04			
1.036E-02	7.023E+04			
1.037E-02	7.044E+04			
1.037E-02	7.003E+04			
1.037E-02	7.012E+04			
1.038E-02	6.987E+04			
1.039E-02	6.977E+04			
1.039E-02	6.978E+04			
1.040E-02	6.941E+04			
1.040E-02	6.955E+04			
1.041E-02	6.926E+04			
1.041E-02	6.949E+04			
1.042E-02	6.910E+04			
1.042E-02	6.903E+04			
1.042E-02	6.898E+04			
1.043E-02	6.880E+04			
1.044E-02	6.867E+04			
1.044E-02	6.868E+04			
1.045E-02	6.839E+04			
1.045E-02	6.847E+04			
1.046E-02	6.823E+04			
1.046E-02	6.810E+04			
1.046E-02	6.807E+04			
1.047E-02	6.795E+04			
1.048E-02	6.800E+04			
1.048E-02	6.753E+04			
1.049E-02	6.779E+04			
1.049E-02	6.737E+04			
1.050E-02	6.750E+04			
1.050E-02	6.717E+04			
1.051E-02	6.734E+04			
1.051E-02	6.686E+04			
1.051E-02	6.714E+04			
1.052E-02	6.668E+04			
1.053E-02	6.689E+04			
1.053E-02	6.672E+04			
1.054E-02	6.640E+04			
1.054E-02	6.652E+04			
1.055E-02	6.619E+04			
1.055E-02	6.631E+04			
1.056E-02	6.599E+04			
1.056E-02	6.613E+04			
1.056E-02	6.595E+04			
1.057E-02	6.579E+04			
1.058E-02	6.560E+04			
1.058E-02	6.558E+04			
1.059E-02	6.552E+04			
1.059E-02	6.537E+04			
1.060E-02	6.518E+04			
1.060E-02	6.516E+04			
1.061E-02	6.499E+04			
1.061E-02	6.493E+04			
1.062E-02	6.474E+04			
1.062E-02	6.470E+04			
1.063E-02	6.461E+04			
1.063E-02	6.449E+04			
1.064E-02	6.431E+04			
1.064E-02	6.443E+04			
1.065E-02	6.405E+04			
1.065E-02	6.413E+04			
1.065E-02	6.388E+04			
1.066E-02	6.383E+04			
1.067E-02	6.372E+04			
1.067E-02	6.372E+04			
1.068E-02	6.337E+04			
1.068E-02	6.371E+04			
1.069E-02	6.314E+04			
1.069E-02	6.327E+04			
1.070E-02	6.302E+04			
1.070E-02	6.296E+04			
1.070E-02	6.300E+04			
1.071E-02	6.264E+04			
1.072E-02	6.288E+04			
1.072E-02	6.235E+04			
1.073E-02	6.256E+04			
1.073E-02	6.227E+04			
1.074E-02	6.225E+04			
1.074E-02	6.220E+04			
1.075E-02	6.190E+04			
1.075E-02	6.213E+04			
1.076E-02	6.170E+04			
1.076E-02	6.181E+04			
1.077E-02	6.158E+04			
1.077E-02	6.146E+04			
1.078E-02	6.139E+04			
1.078E-02	6.132E+04			
1.079E-02	6.120E+04			
1.079E-02	6.103E+04			
1.079E-02	6.097E+04			
1.080E-02	6.072E+04			
1.081E-02	6.091E+04			
1.081E-02	6.048E+04			
1.082E-02	6.064E+04			
1.082E-02	6.027E+04			
1.083E-02	6.052E+04			
1.083E-02	6.001E+04			
1.084E-02	6.024E+04			
1.084E-02	5.990E+04			
1.084E-02	5.992E+04			
1.085E-02	5.969E+04			
1.086E-02	5.967E+04			
1.086E-02	5.957E+04			
1.087E-02	5.956E+04			
1.087E-02	5.925E+04			
1.088E-02	5.937E+04			
1.088E-02	5.910E+04			
1.089E-02	5.895E+04			
1.089E-02	5.897E+04			
1.089E-02	5.872E+04			
1.090E-02	5.899E+04			
1.091E-02	5.840E+04			
1.091E-02	5.873E+04			
1.092E-02	5.824E+04			
1.092E-02	5.846E+04			
1.093E-02	5.808E+04			
1.093E-02	5.805E+04			
1.093E-02	5.804E+04			
1.094E-02	5.790E+04			
1.095E-02	5.774E+04			
1.095E-02	5.761E+04			
1.096E-02	5.767E+04			
1.096E-02	5.739E+04			
1.097E-02	5.735E+04			
1.097E-02	5.719E+04			
1.098E-02	5.725E+04			
1.098E-02	5.700E+04			
1.098E-02	5.700E+04			
1.099E-02	5.670E+04			
1.100E-02	5.675E+04			
1.100E-02	5.650E+04			
1.101E-02	5.656E+04			
1.101E-02	5.628E+04			
1.102E-02	5.649E+04			
1.102E-02	5.615E+04			
1.103E-02	5.606E+04			
1.103E-02	5.597E+04			
1.103E-02	5.588E+04			
1.104E-02	5.572E+04			
1.105E-02	5.568E+04			
1.105E-02	5.558E+04			
1.106E-02	5.549E+04			
1.106E-02	5.530E+04			
1.107E-02	5.527E+04			
1.107E-02	5.518E+04			
1.107E-02	5.487E+04			
1.108E-02	5.517E+04			
1.109E-02	5.463E+04			
1.109E-02	5.488E+04			
1.110E-02	5.453E+04			
1.110E-02	5.454E+04			
